Bid Item Category,Bid Item Num,Bid Item Number,Bid Item Description,Quantity,UOM
210,451,210-00451,Repair Overhead Sign Structure,0,EACH
210,455,210-00455,Repair Post-Tensioning System,0,L S
210,460,210-00460,Repair Concrete Pavement,0,SF
210,470,210-00470,Repair Parapet Wall,0,LF
210,472,210-00472,Reset Metal Panels,0,LF
210,473,210-00473,Reset TV Cameras,0,EACH
210,474,210-00474,Reset Traffic Controller Signal Head,0,EACH
210,475,210-00475,Reset Closed Circuit Television Pole,0,EACH
210,476,210-00476,Reset Microwave Vehicle Radar Detector (MVRD),0,EACH
210,477,210-00477,Reset Weather Station,0,EACH
210,478,210-00478,Modify Power Control Board,0,L S
210,479,210-00479,Reset Radio Communication  Antenna,0,EACH
210,480,210-00480,Pier Restoration,0,L S
210,500,210-00500,Rebuild Portions of Present Structure,0,EACH
210,510,210-00510,Rebuild Portions of Present Structure,0,L S
210,520,210-00520,Rebuild Portions of Present Structure,0,SY
210,530,210-00530,Rebuild Portions of Present Structure,0,SF
210,610,210-00610,Rebuild Portions of Present Structure (Type 1),0,SF
210,620,210-00620,Rebuild Portions of Present Structure (Type 2),0,SF
210,650,210-00650,Rebuild Timber Deck,0,L S
210,750,210-00750,Reset Light Standard,0,EACH
210,755,210-00755,Reset Light Standard Steel High Mast,0,EACH
210,760,210-00760,Reset Luminaire,0,EACH
210,765,210-00765,Reset Lighting Control,0,L S
210,766,210-00766,Reset Lighting Control Center,0,EACH
210,770,210-00770,Reset Floodlight,0,EACH
210,800,210-00800,Reset Flagger Platform,0,EACH
210,804,210-00804,Reset Over Height Vehicle Warning Siren,0,EACH
210,805,210-00805,Reset Overhead Sign Structure,0,EACH
210,806,210-00806,Reset Over Height Vehicle Detector,0,EACH
210,807,210-00807,Reset Over Height Vehicle Blankout Sign,0,EACH
210,808,210-00808,Reset Overpass Mounted Sign Bracket,0,EACH
210,809,210-00809,Reset Blankout Sign (Fiber Optic),0,EACH
210,810,210-00810,Reset Ground Sign,0,EACH
210,815,210-00815,Reset Sign Panel,0,EACH
210,816,210-00816,Reset Sign Panel (Special),0,EACH
210,820,210-00820,Reset Variable Message Sign,0,EACH
210,822,210-00822,Portable Message Sign Panel (Reset),0,EACH
210,825,210-00825,Reset Flashing Beacon,0,EACH
210,827,210-00827,Reset Pull Box,20,EACH
210,830,210-00830,Reset Traffic Signal Face,0,EACH
210,831,210-00831,Reset Traffic Signal Head,0,EACH
210,840,210-00840,Reset Traffic Signal Pole,0,EACH
210,842,210-00842,Reset Traffic Signal Mast Arm,0,EACH
210,845,210-00845,Reset Traffic Signal Controller,0,EACH
210,846,210-00846,Portable Non-Intrusive Traffic Sensor (Reset),0,EACH
210,847,210-00847,Reset Travel Time Indicator,0,EACH
210,848,210-00848,Reset Traffic Signal Controller and Cabinet,0,EACH
210,855,210-00855,Reset Traffic Signal Controller Cabinet,0,EACH
210,858,210-00858,Reset Pedestal Pole,0,EACH
210,860,210-00860,Reset Pedestrian Push Button,0,EACH
210,861,210-00861,Reset Wiring,0,L S
210,865,210-00865,Reset Pedestrian Signal Head,0,EACH
210,866,210-00866,Reset Fire Preemption Unit and Timer,0,EACH
210,867,210-00867,Reset Fire Preemption Unit,0,EACH
210,870,210-00870,Reset Coordination Unit,0,EACH
210,873,210-00873,Reset Tone Decoder,0,EACH
210,875,210-00875,Reset Surface Condition Analyser,0,EACH
210,880,210-00880,Reset Traffic Signal Vehicle Detector Amplifier,0,EACH
210,882,210-00882,Reset Traffic Signal Vehicle Detector,0,EACH
210,885,210-00885,Reset Loop Detector (Micro Type),0,EACH
210,890,210-00890,Reset Intersection Detection System (Camera),0,EACH
210,891,210-00891,Reset Photometer,0,EACH
210,892,210-00892,Portable Pan-Tilt-Zoom Camera (Reset),0,EACH
210,900,210-00900,Reset Traffic Counter (Temp),0,EACH
210,910,210-00910,Reset Traffic Counter (Permanent),0,EACH
210,1000,210-01000,Reset Fence,0,LF
210,1001,210-01001,Modify Fence,0,LF
210,1005,210-01005,Reset Fence Post,0,EACH
210,1010,210-01010,Reset Gate Post,0,EACH
210,1011,210-01011,Reset Gate,0,EACH
210,1025,210-01025,Reset Snow Fence,0,LF
210,1050,210-01050,Reset Chain Link Fence,0,LF
210,1100,210-01100,Reset Glare Screen,0,LF
210,1130,210-01130,Reset Guardrail Type 3,0,LF
210,1131,210-01131,Reset Guardrail Type 3 (Special)(2 Foot),0,LF
210,1132,210-01132,Reset Guardrail Type 3 (Special)(1 Foot),0,LF
210,1135,210-01135,Reset Guardrail Thrie Beam,0,LF
210,1136,210-01136,Reset Guardrail Type 3 (Double),0,LF
210,1140,210-01140,Reset Guardrail Type 4,0,LF
210,1150,210-01150,Reset Guardrail Type 5,0,LF
210,1160,210-01160,Reset Guardrail Type 6,0,LF
210,1170,210-01170,Reset Guardrail Type 7,0,LF
210,1180,210-01180,Reset Guardrail (Special),0,LF
210,1190,210-01190,Reset Tensioned Cable Barrier,0,LF
210,1200,210-01200,Reset End Anchorage,0,EACH
210,1300,210-01300,Reset Impact Attenuator,0,EACH
210,1700,210-01700,Reset Sprinkler Head,0,EACH
210,1710,210-01710,Reset Valve,0,EACH
210,1720,210-01720,Reset Air Vent,0,EACH
210,1730,210-01730,Reset Parshall Flume,0,EACH
210,1996,210-01996,Relay Pipe (3/4 Inch),0,LF
210,2002,210-02002,Relay Pipe (2 Inch),0,LF
210,2003,210-02003,Relay Pipe (3 Inch),0,LF
210,2004,210-02004,Relay Pipe (4 Inch),0,LF
210,2006,210-02006,Relay Pipe (6 Inch),0,LF
210,2008,210-02008,Relay Pipe (8 Inch),0,LF
210,2009,210-02009,Relay Pipe (9 Inch),0,LF
210,2010,210-02010,Relay Pipe (10 Inch),0,LF
210,2012,210-02012,Relay Pipe (12 Inch),0,LF
210,2015,210-02015,Relay Pipe (15 Inch),0,LF
210,2016,210-02016,Relay Pipe (16 Inch),0,LF
210,2018,210-02018,Relay Pipe (18 Inch),0,LF
210,2021,210-02021,Relay Pipe (21 Inch),0,LF
210,2024,210-02024,Relay Pipe (24 Inch),0,LF
210,2027,210-02027,Relay Pipe (27 Inch),0,LF
210,2030,210-02030,Relay Pipe (30 Inch),0,LF
210,2036,210-02036,Relay Pipe (36 Inch),0,LF
210,2042,210-02042,Relay Pipe (42 Inch),0,LF
210,2048,210-02048,Relay Pipe (48 Inch),0,LF
210,2054,210-02054,Relay Pipe (54 Inch),0,LF
210,2060,210-02060,Relay Pipe (60 Inch),0,LF
210,2066,210-02066,Relay Pipe (66 Inch),0,LF
210,2072,210-02072,Relay Pipe (72 Inch),0,LF
210,2078,210-02078,Relay Pipe (78 Inch),0,LF
210,2084,210-02084,Relay Pipe (84 Inch),0,LF
210,2115,210-02115,Relay Arch Pipe (15 Inch Equivalent),0,LF
210,2118,210-02118,Relay Arch Pipe (18 Inch Equivalent),0,LF
210,2121,210-02121,Relay Arch Pipe (21 Inch Equivalent),0,LF
210,2124,210-02124,Relay Arch Pipe (24 Inch Equivalent),0,LF
210,2130,210-02130,Relay Arch Pipe (30 Inch Equivalent),0,LF
210,2136,210-02136,Relay Arch Pipe (36 Inch Equivalent),0,LF
210,2142,210-02142,Relay Arch Pipe (42 Inch Equivalent),0,LF
210,2148,210-02148,Relay Arch Pipe (48 Inch Equivalent),0,LF
210,2154,210-02154,Relay Arch Pipe (54 Inch Equivalent),0,LF
210,2160,210-02160,Relay Arch Pipe (60 Inch Equivalent),0,LF
210,2172,210-02172,Relay Arch Pipe (72 Inch Equivalent),0,LF
210,2300,210-02300,Grout Test Section,0,SY
210,2500,210-02500,Relay Sprinkler System,0,LF
210,2510,210-02510,Relay Sprinkler System,0,L S
210,2700,210-02700,Relay Cable,0,LF
210,2800,210-02800,Relay Sidewalk,0,SY
210,2900,210-02900,Relay Riprap,0,CY
210,3000,210-03000,Rebuild Cattle Guard,0,EACH
210,3100,210-03100,Replace Concrete Pavement,0,SY
210,4000,210-04000,Adjust Structure,0,EACH
210,4005,210-04005,Heat Straightening,0,SF
210,4006,210-04006,Heat Straightening (Special),0,L S
210,4007,210-04007,Heat Straightening (Special),0,EACH
210,4010,210-04010,Adjust Manhole,134,EACH
210,4011,210-04011,Adjust Manhole (Special),0,EACH
210,4015,210-04015,Modify Manhole,0,EACH
210,4016,210-04016,Modify Manhole (Special),0,EACH
210,4020,210-04020,Modify Inlet,1,EACH
210,4025,210-04025,Modify Structure,0,EACH
210,4027,210-04027,Modify Structure (Special),0,EACH
210,4028,210-04028,Modifications to Existing Portals,0,EACH
210,4030,210-04030,Modify Guardrail,0,LF
210,4035,210-04035,Modify Guardrail (Special),0,LF
210,4050,210-04050,Adjust Valve Box,227,EACH
210,4051,210-04051,Adjust Valve Box (Special),0,EACH
210,4060,210-04060,Adjust Water Meter,0,EACH
210,4070,210-04070,Adjust Well,0,EACH
210,4100,210-04100,Adjust Girder,0,EACH
210,4200,210-04200,Adjust Guardrail,0,LF
210,4500,210-04500,Relocate Building,0,L S
211,0,211-00000,Tunnel Excavation,0,CY
211,1,211-00001,Tunnel Excavation,0,LF
211,2,211-00002,Tunnel Excavation (Class B),0,CY
211,3,211-00003,Tunnel Excavation (Class C),0,CY
211,4,211-00004,Tunnel Excavation (Class D),0,CY
211,5,211-00005,Tunnel Excavation (Haul),0,CY
211,7,211-00007,Mine Strap,0,EACH
211,10,211-00010,Rock Excavation (Class A),0,CY
211,11,211-00011,Rock Excavation (Class B),0,CY
211,12,211-00012,Rock Excavation (Class C),0,CY
211,13,211-00013,Rock Excavation (Class D),0,CY
211,14,211-00014,Rock Excavation (Class E),0,CY
211,15,211-00015,Rock Excavation (Class F),0,CY
211,50,211-00050,Adit Excavation,0,LF
211,60,211-00060,Heading (Standby),0,DAY
211,80,211-00080,Test Alcove Excavation and Support,0,EACH
211,100,211-00100,Drilling Hole,0,LF
211,105,211-00105,1 Inch Drilled Hole,0,LF
211,110,211-00110,1-1/4 Inch Drilled Hole,0,LF
211,112,211-00112,1-1/2 Inch Drilled Hole,0,LF
211,116,211-00116,2 Inch Drilled Hole,0,LF
211,118,211-00118,2 Inch Drilled Hole (Formation),0,EACH
211,124,211-00124,3 Inch Drilled Hole,0,LF
211,136,211-00136,4 Inch Drilled Hole,0,LF
211,148,211-00148,6 Inch Drilled Hole,0,LF
211,150,211-00150,Patch Existing Drill Hole,0,EACH
211,152,211-00152,Drain System Flushing (Setup),0,EACH
211,153,211-00153,Drain System Flushing,0,DAY
211,180,211-00180,Nx Core Drilled Hole,0,LF
211,212,211-00212,1-1/2 Inch Core Drilled Hole,0,LF
211,220,211-00220,2 Inch Cored Drilled Hole,0,EACH
211,222,211-00222,2 Inch Core Drilled Hole (Voids),0,EACH
211,224,211-00224,3 Inch Core Drilled Hole,0,LF
211,282,211-00282,1-1/2 Inch Core - 6 Inch Overcore,0,LF
211,316,211-00316,2 Inch Reamed Hole,0,LF
211,319,211-00319,2-3/8 Inch Reamed Hole,0,LF
211,331,211-00331,3-7/8 Inch Reamed Hole,0,LF
211,500,211-00500,Ew Borehole Casing,0,LF
211,510,211-00510,Nw Borehole Casing,0,LF
211,972,211-00972,"Spile #9x15 Foot Grade 60 Dowel, Grouted",0,EACH
211,974,211-00974,"Arch #9x15 Foot Grade 75 Dowel, Grouted",0,EACH
211,976,211-00976,"Sidewall #9x15 Foot Grade 75 Dowel, Grouted",0,EACH
211,978,211-00978,"Pillar #9x15 Foot Grade 75 Dowel, Grouted",0,EACH
211,980,211-00980,"Spile #9 x 14 Foot, Grade 60 Grouted",0,EACH
211,981,211-00981,"Spile #11 x 20 Foot, Grade 60 Grouted",0,EACH
211,982,211-00982,"Arch #9 x 16 Foot, Grade 75 Dowel,  Resin Grouted",0,EACH
211,983,211-00983,"Sidewall #9 x 12 Foot, Grade 75 Dowel, Resin Grouted",0,EACH
211,984,211-00984,"Sidewall #9 x 16 Foot, Grade 75 Dowel, Resin Grouted",0,EACH
211,985,211-00985,Supplemental Rock Reinforcement (Dowels),0,LF
211,986,211-00986,"Supplemental Support #9 x 14 Foot, Grade 75 Spile Grouted",0,LF
211,987,211-00987,"Pillar #9 x 16 Foot, Grade 75 Dowell Cement or Resin Grouted",0,EACH
211,988,211-00988,Portal Protection Canopy (Furnish and Install),0,EACH
211,1006,211-01006,Rock Bolt (3/4 Inch),0,LF
211,1008,211-01008,Rock Bolt (1 Inch),0,LF
211,1009,211-01009,Rock Bolt (1-1/8 Inch),0,LF
211,1011,211-01011,Rock Bolt (1-3/8 Inch),0,LF
211,1014,211-01014,Rock Bolt (1 3/4 Inch),0,LF
211,1016,211-01016,Rock Bolt (2 Inch),0,LF
211,1024,211-01024,Rock Bolt (3 Inch),0,LF
211,1100,211-01100,Rock Reinforcement (Bolts),0,EACH
211,1110,211-01110,Rock Reinforcement (Dowels),0,EACH
211,1111,211-01111,Rock Reinforcement (Dowels),0,LF
211,1115,211-01115,Rock Reinforcement (Number 10),0,LF
211,1120,211-01120,Rock Reinforcement (Spiles),0,LF
211,1121,211-01121,Rock Reinforcement (Temporary A),0,LF
211,1122,211-01122,Rock Reinforcement (Temporary B),0,LF
211,1123,211-01123,Rock Reinforcement (Permanent A),0,LF
211,1124,211-01124,Rock Reinforcement (Permanent B),0,LF
211,1130,211-01130,Auxiliary Anchor Dowel,0,EACH
211,1150,211-01150,Rock Reinforcement Tests,0,EACH
211,1160,211-01160,Trial Pull Test,0,EACH
211,1170,211-01170,Borehole Extensometers,0,LF
211,1180,211-01180,Pressure Cell Pairs,0,EACH
211,1190,211-01190,Optical Survey Targets,0,EACH
211,1195,211-01195,Convergence Reference Point Arrays,0,EACH
211,1200,211-01200,Rock Anchor,0,LF
211,1250,211-01250,Rock Bolt,0,LF
211,1260,211-01260,Portal Anchor No. 11,0,LF
211,1300,211-01300,Rock Anchor,0,EACH
211,1409,211-01409,Rock Anchor (9 Foot),0,EACH
211,1411,211-01411,Rock Anchor (11 Foot),0,EACH
211,1413,211-01413,Rock Anchor (13 Foot),0,EACH
211,1450,211-01450,Portable Rockfall Fence,0,L S
211,1455,211-01455,Rock Tiedown Anchor (Cement Grouted),0,LF
211,1456,211-01456,Rock Tiedown Anchor (Cement Grouted),0,EACH
211,1508,211-01508,Rock Reinforcement Resin Grouted Number 8 Rock Bolt,0,LF
211,1509,211-01509,Rock Reinforcement Resin Grouted Number 9 Rock Bolt,0,LF
211,1510,211-01510,Rock Reinforcement Resin Grouted Number 10 Rock Bolt,0,LF
211,1511,211-01511,Rock Reinforcement Resin Grouted Number 11 Rock Bolt,0,LF
211,1608,211-01608,Rock Reinforcement Resin Grouted Number 8 Tieback,0,LF
211,1610,211-01610,Rock Reinforcement Resin Grouted Number 10 Tieback,0,LF
211,1614,211-01614,Rock Reinforcement Resin Grouted Number 14 Tieback,0,LF
211,1709,211-01709,Rock Reinforcement Resin Grouted Number 9 Spiling,0,LF
211,2012,211-02012,Soil Anchor (1-1/4 Inch),0,LF
211,2100,211-02100,Spot Dowel No. 10,0,LF
211,2105,211-02105,Tunnel Dowel No. 10 X 12 Foot,0,EACH
211,2106,211-02106,Tunnel Dowel No. 10 X 6 Foot,0,LF
211,2110,211-02110,Brow Rock Dowel No. 11,0,LF
211,2115,211-02115,Abutment Rock Dowel No. 11,0,LF
211,2116,211-02116,Rock Dowel,0,LF
211,2120,211-02120,Pillar Rock Dowel No. 11,0,LF
211,2122,211-02122,Portal Dowel No. 6 X 7 Foot,0,EACH
211,2125,211-02125,Portal Dowel No. 10 X 12 Foot,0,EACH
211,2126,211-02126,Portal Dowel No. 11 X 15 Foot,0,EACH
211,2130,211-02130,Tunnel Spile No. 10 X 15 Foot,0,EACH
211,2132,211-02132,Tunnel Dowel No. 10 X 6 Foot,0,EACH
211,2135,211-02135,Portal Spile No. 10 X 12 Foot,0,EACH
211,2136,211-02136,Portal Spile No. 11 X 20 Foot,0,EACH
211,2140,211-02140,Pillar Rock Anchor No. 11,0,LF
211,2145,211-02145,Mine Straps,0,LB
211,2150,211-02150,End Hardware,0,EACH
211,2205,211-02205,Buttress Berm Grouting,0,TON
211,2210,211-02210,Pre Grouting,0,TON
211,2220,211-02220,Re-Grouting,0,TON
211,2230,211-02230,Grouting Connection,0,EACH
211,2232,211-02232,Grouting Connection (Pre-Grout),0,EACH
211,2233,211-02233,Grouting Connection (Contact Grout),0,EACH
211,2240,211-02240,Contact Grouting,0,TON
211,2250,211-02250,Steel Pipe For Grouting,0,LB
211,2260,211-02260,Chemical Grout,0,GAL
211,2270,211-02270,Cement Grout,0,CF
211,2275,211-02275,Cement Grout,0,CY
211,2277,211-02277,Cement Grout (Voids),0,CY
211,2278,211-02278,Cement Grout (Formation),0,CY
211,2280,211-02280,Type A Grout,0,TON
211,2290,211-02290,Type B Grout,0,TON
211,2300,211-02300,Grout Test Section,0,SY
211,2600,211-02600,Steel Invert Strut,0,EACH
211,3000,211-03000,Direct Rock Support (Furnish),0,EACH
211,3001,211-03001,Dewatering Special,0,MGAL
211,3005,211-03005,Dewatering,0,L S
211,3010,211-03010,Direct Rock Support,0,LB
211,3015,211-03015,Direct Rock Support (Reinstall),0,EACH
211,3030,211-03030,Diversion Structure,0,L S
211,3040,211-03040,Excess Water,0,EACH
211,3060,211-03060,Blast Monitoring,0,L S
211,3500,211-03500,Convergence Reference Point,0,EACH
211,3510,211-03510,Convergence Point (Steel Set),0,EACH
211,3520,211-03520,Rock Reinforcement Instrument Protection,0,EACH
211,3530,211-03530,Extensometer Protection,0,EACH
211,3540,211-03540,Strain Gage (End Block),0,EACH
211,4000,211-04000,Monitoring and Abandonment of Instrumentation,0,L S
211,4010,211-04010,Borehole Extensometer Type B,0,LF
211,4020,211-04020,Borehole Extensometer Type C,0,EACH
211,4050,211-04050,Optical Survey Target,0,EACH
211,4100,211-04100,Remote Readout Assembly Type A,0,EACH
211,4110,211-04110,Remote Readout Assembly Type B,0,EACH
211,4120,211-04120,Remote Readout Assembly Type C,0,EACH
211,4150,211-04150,Digital Readout,0,EACH
211,4160,211-04160,Mechanical Readout Device,0,EACH
211,4200,211-04200,Man Basket,0,L S
211,5001,211-05001,Crack Preparation (Type 1),0,LF
211,5002,211-05002,Crack Preparation (Type 2),0,LF
211,5003,211-05003,Crack Preparation (Type 3),0,LF
212,5,212-00005,Seeding (Native),0,LB
212,6,212-00006,Seeding (Native),0,ACRE
212,7,212-00007,Seeding (Native) (Hydraulic),0,ACRE
212,9,212-00009,Seeding (Temporary),0,ACRE
212,10,212-00010,Seeding (Lawn),0,LB
212,11,212-00011,Seeding (Lawn),0,ACRE
212,12,212-00012,Seeding (Furnished),0,ACRE
212,15,212-00015,Seeding (Forbs),0,LB
212,20,212-00020,Seeding (Forbs),0,OZ
212,22,212-00022,Seeding (Riparian),0,ACRE
212,25,212-00025,Seeding (Shrubs),0,LB
212,27,212-00027,Seeding (Trees),0,LB
212,28,212-00028,Seeding (Wetlands),0,ACRE
212,30,212-00030,Fertilizer (Available N),0,LB
212,31,212-00031,Fertilizer (Available P),0,LB
212,32,212-00032,Soil Conditioning,0,ACRE
212,40,212-00040,Soil Preparation (Lawn),0,ACRE
212,43,212-00043,Soil Preparation (Native),0,ACRE
212,45,212-00045,Soil Preparation (Sod),0,SF
212,47,212-00047,Soil Preparation (Special),0,ACRE
212,48,212-00048,Soil Preparation (Special),0,CY
212,49,212-00049,Soil Preparation (Special),0,LB
212,50,212-00050,Sod,4356,SF
212,55,212-00055,Sod (Buffalograss),0,SF
212,100,212-00100,Tree Retention and Protection,0,L S
212,900,212-00900,Compost,0,CY
212,1000,212-01000,Peat,0,CY
212,1100,212-01100,Sewage Sludge,0,TON
212,1200,212-01200,Landscape Restoration,0,L S
213,0,213-00000,Mulching,0,ACRE
213,1,213-00001,Mulching,0,TON
213,2,213-00002,Mulching (Weed Free Hay),0,ACRE
213,3,213-00003,Mulching (Weed Free),0,ACRE
213,4,213-00004,Mulching (Weed Free Straw),0,ACRE
213,5,213-00005,Mulching (Decorative),43,CF
213,6,213-00006,Mulching (Weed Free),0,TON
213,7,213-00007,Mulching (Wood Strand),0,ACRE
213,8,213-00008,Mulching (Wood Chip),0,CF
213,9,213-00009,Flexible Growth Medium,0,ACRE
213,11,213-00011,Mulching (Hydraulic),0,ACRE
213,12,213-00012,Spray-on Mulch Blanket,0,ACRE
213,13,213-00013,Spray-on Mulch Blanket,0,LB
213,15,213-00015,Soil Retention Blanket (Excelsior),0,SY
213,25,213-00025,Soil Retention Blanket (Jute),0,SY
213,30,213-00030,Soil Retention Blanket (Special),0,SY
213,35,213-00035,Soil Retention Blanket (Plastic),0,SY
213,40,213-00040,Soil Retention Mat (Cellular),0,SY
213,50,213-00050,Soil Retention Grid,0,SY
213,61,213-00061,Mulch Tackifier,0,LB
213,65,213-00065,Inorganic Mulch,0,CY
213,67,213-00067,Rock Mulch (Weed Free),0,SF
213,70,213-00070,Landscape Weed Barrier Fabric,0,SY
213,71,213-00071,Vegetation Control Mat,0,SY
213,100,213-00100,Soil Binder,0,ACRE
213,150,213-00150,Bonded Fiber Matrix,0,ACRE
213,151,213-00151,Bonded Fiber Matrix,0,LB
213,212,213-00212,12 Inch Root Barrier,0,LF
213,218,213-00218,18 Inch Root Barrier,0,LF
